id,prediction
0,6.200904528901693
1,140.97260702686313
2,2.095285186456596
3,1.044574817604837
4,48.64369784831554
5,0.7989146516298529
6,2.520713094451472
7,42.32394816993225
8,178.3608866694718
9,44.714434938830294
10,1.1828022762931556
11,1.5045994338338482
12,2808.0411164347993
13,1340.815889481122
14,1965.6991296397614
15,3.4046499092642186
16,389.17894764221427
17,32.245780082355594
18,41.770220440040305
19,9.987037716933216
20,1015.9196087160732
21,919.6986401599046
22,9.724876276614369
23,1.8356361234677925
24,74.95243131952827
25,15.279982033381089
26,9050.725037914004
27,1.941008817401044
28,2085.404919621215
29,113.84423543989092
30,4236.602133027062
31,5.690011350264289
32,18.808141134413823
33,1160.016614338654
34,25.975918719293833
35,2.8885596704454954
36,9.97029933511227
37,34.91674819719369
38,68.16960171781682
39,129.54482657417896
40,688.8509270092736
41,31.61917192533128
42,23.51793023345224
43,29.79120157238404
44,739.251252607763
45,1.010479400833649
46,140.38290603424915
47,3.614411277898272
48,296.5256215219887
49,15.736822938099962
50,1.4526213610050487
51,14.95885053216979
52,0.8529819773438321
53,27.820810930587044
54,285.2110608419842
55,2.29188797700827
56,916.2134097317994
57,3432.2174978311104
58,1.3764728200464247
59,111.03403841717619
60,2893.8354228550265
61,28.5132409678481
62,8.496999541488082
63,32.05272732846231
64,1.496418187564668
65,992.6333786989956
66,1.1424241321907795
67,2.9186787612934983
68,1.926885391402418
69,2715.379086049526
70,1.6146792362994435
71,4167.577390116936
72,9.960943505788876
73,851.5438834405383
74,256.7216519013756
75,247.5520325112
76,2369.131026627412
77,3828.3855210925626
78,27.62107564742149
79,1.1182674580925775
80,9.21157574670826
81,5068.792660173662
82,9530.041886267343
83,2301.3785398680056
84,368.055897440282
85,5701.989690035112
86,2.405939881429374
87,13.68002950167531
88,9898.494836233156
89,6.677402221157602
90,297.0169864842486
91,14.855011470418752
92,0.5805694366220668
93,9.518177872426746
94,911.1825225959203
95,1.0429871760038818
96,0.7116498136210874
97,6.782840893019958
98,57.89572255074803
99,1.5307488447910749
100,2474.89518550941
101,1.006104609751591
102,110.72308305731448
103,710.5547720741322
104,5.862286270233517
105,5.290370777195876
106,22.596907802285962
107,9502.296283000558
108,1.179797373197428
109,64.76677453107851
110,22.69854693955826
111,11.177614489681584
112,2035.6776061113183
113,2398.3125203968157
114,1411.721455478889
115,0.6664489773850641
116,1.6739156497229275
117,2374.59864545086
118,7.24538409368208
119,1258.5395181929428
120,163.61441383879438
121,29.9239965852859
122,34.96576994241271
123,1183.4828064359167
124,13.046367051165085
125,11.802299979448833
126,11.519828677622169
127,33.29935925127219
128,2614.6111154021937
129,15.625387211791882
130,343.5791047016515
131,5359.662277577189
132,2.397736845248982
133,2.3639977130715297
134,1.5991890754599243
135,361.6055026407859
136,1.0724443110410407
137,9.434427727966963
138,2.3998687382594217
139,213.6839494958199
140,64.03468458135207
141,431.1179593261619
142,0.7252637774632276
143,151.75161691564716
144,0.39387286590356974
145,1.2313130805900552
146,33.20769635169734
147,823.3878959978808
148,11.075573108973327
149,20.026255282066508
150,174.86878522142044
151,2720.7699164980486
152,4.426884885148118
153,741.910995178867
154,10.54195606447021
155,173.40476407039424
156,21.39602424952615
157,231.63252075063687
158,10.328896579155813
159,55.338458581765366
160,46.131062180301385
161,10.668038197242154
162,554.9667152972108
163,220.97073628218618
164,870.2431743821948
165,817.5460240075555
166,4295.464925685314
167,49.226512797117834
168,9.400537894186073
169,1.5318081808325434
170,4875.938991117328
171,286.2295991780458
172,1884.960045649917
173,7.08263354179465
174,6.293597250572526
175,6.166816277218861
176,3087.73566160082
177,1.206554848680098
178,4.9902070499830735
179,98.65513713869689
180,7345.566820358294
181,245.56567910355818
182,2788.8954719563585
183,3.6709354737378153
184,37.67092987268782
185,2007.5416990613442
186,1827.3594503996808
187,397.7196750471171
188,1.48248656253603
189,1.7487046247607692
190,9.688685267499206
191,0.668527423506651
192,36.57530314362461
193,4.929189304801628
194,2.8114042147287734
195,315.3032452335367
196,808.3209993106069
197,5.328382718456272
198,942.5551178841945
199,282.5020016841588
200,1.7178470269287767
201,1236.1805940572392
202,6390.923158669249
203,110.24990787811146
204,3.995863750634666
205,15.15777213541661
206,2534.4953502306103
207,21.462556938454327
208,14.07237017739552
209,3.14075061554413
210,491.87754438173374
211,2835.407854836127
212,5.7780591709575315
213,29.909358792013986
214,2.654463452275947
215,155.8519717066805
216,4192.303906317866
217,6.052884762067106
218,98.04129402952955
219,93.22180167559807
220,31.917414166026994
221,661.6962428179456
222,20.03083194774225
223,2024.9345337664145
224,997.7016329881303
225,24.679476947972592
226,42.34365167401971
227,11.50939433875551
228,5.723611630011288
229,127.69984408272784
230,4.714512137835569
231,4266.499595860248
232,3.1167831200016503
233,104.44541135643075
234,1.4770561873888923
235,1.16576603942978
236,25.652530055050956
237,156.66179688603734
238,9477.405273798897
239,210.19830925332016
240,0.6750982831402977
241,1697.6463055218812
242,4844.45678746773
243,5.90566797902307
244,49.94096397831595
245,3651.7820905448525
246,8.063792662031037
247,814.1636718088774
248,512.1950845983633
249,0.21210945322290875
250,81.24314747239104
251,1275.675153563856
252,21.059907549996705
253,1.9202751355822336
